"TIPO",PARTIDA,CAPITULO,PROGRAMA,SUBTITULO,ITEM,ASIGNACION,"DESC_PARTIDA","DESC_CAPITULO","DESC_PROGRAMA","DESC_SUBTITULO","DESC_ITEM","DESC_ASIGNACION",MONTO_PESOS,MONTO_DOLAR
"GASTOS",5,8,2,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE PREVENCIÓN DEL DELITO","CENTROS REGIONALES DE ATENCIÓN Y ORIENTACIÓN A VÍCTIMAS","BIENES Y SERVICIOS DE CONSUMO",,,1317046,0
"GASTOS",5,8,2,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE PREVENCIÓN DEL DELITO","CENTROS REGIONALES DE ATENCIÓN Y ORIENTACIÓN A VÍCTIMAS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,26580,0
"GASTOS",5,8,2,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE PREVENCIÓN DEL DELITO","CENTROS REGIONALES DE ATENCIÓN Y ORIENTACIÓN A VÍCTIMAS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,14028,0
"GASTOS",5,8,2,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE PREVENCIÓN DEL DELITO","CENTROS REGIONALES DE ATENCIÓN Y ORIENTACIÓN A VÍCTIMAS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,51126,0
"INGRESOS",5,9,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","OTROS INGRESOS CORRIENTES","Otros",,3718801,0
"INGRESOS",5,9,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","APORTE FISCAL","Libre",,58596196,0
"INGRESOS",5,9,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,9,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","GASTOS EN PERSONAL",,,6827668,0
"GASTOS",5,9,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","BIENES Y SERVICIOS DE CONSUMO",,,3611643,0
"GASTOS",5,9,1,24,2,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","Al Gobierno Central","Juntos Más Seguros - Subsecretaría de Prevención del Delito",1225350,0
"GASTOS",5,9,1,24,3,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programa de Tratamiento y Rehabilitación",41403518,0
"GASTOS",5,9,1,24,3,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Otros Programas de Prevención",2907288,0
"GASTOS",5,9,1,24,3,5,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programas de Capacitación",785741,0
"GASTOS",5,9,1,24,3,12,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Municipalidades - Programa PREVIENE",4448754,0
"GASTOS",5,9,1,24,3,13,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programa Control Cero Alcohol",1049778,0
"GASTOS",5,9,1,26,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","OTROS GASTOS CORRIENTES","Devoluciones",,8907,0
"GASTOS",5,9,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,15450,0
"GASTOS",5,9,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,19348,0
"GASTOS",5,9,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,11552,0
"GASTOS",5,9,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL","SERVICIO NACIONAL PARA PREVENCIÓN Y REHABILITACIÓN CONSUMO DE DROGAS Y ALCOHOL  (01,02)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,10,1,5,1,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Del Sector Privado","Donaciones",10,0
"INGRESOS",5,10,1,6,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","RENTAS DE LA PROPIEDAD",,,218333,0
"INGRESOS",5,10,1,7,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","INGRESOS DE OPERACIÓN","Venta de Servicios",,1163847,0
"INGRESOS",5,10,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,70399,0
"INGRESOS",5,10,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","APORTE FISCAL","Libre",,29028976,0
"INGRESOS",5,10,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,10,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","GASTOS EN PERSONAL",,,12059992,0
"GASTOS",5,10,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","BIENES Y SERVICIOS DE CONSUMO",,,2871123,0
"GASTOS",5,10,1,24,1,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Asistencia Social (ORASMI)",2387405,0
"GASTOS",5,10,1,24,1,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Becas",618443,0
"GASTOS",5,10,1,24,1,23,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Atención de Daños y Damnificados",10,0
"GASTOS",5,10,1,24,3,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Para Atender Situaciones de Emergencia",10,0
"GASTOS",5,10,1,24,3,7,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programa de Derechos Humanos",1079467,0
"GASTOS",5,10,1,24,3,41,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programa Diario Oficial",1135036,0
"GASTOS",5,10,1,24,3,44,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Migraciones y Extranjería",2366912,0
"GASTOS",5,10,1,24,3,45,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Delegaciones Presidenciales",1531870,0
"GASTOS",5,10,1,25,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","INTEGROS AL FISCO","Impuestos",,285825,0
"GASTOS",5,10,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,56001,0
"GASTOS",5,10,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,13661,0
"GASTOS",5,10,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,46721,0
"GASTOS",5,10,1,33,3,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","Para Atender Situaciones de Emergencia",10,0
"GASTOS",5,10,1,33,3,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","Plan Nacional contra el Narcotráfico",3086380,0
"GASTOS",5,10,1,33,3,4,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","Plan Microtráfico Cero",2942689,0
"GASTOS",5,10,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,10,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","SUBSECRETARÍA DEL INTERIOR  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,10,2,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","APORTE FISCAL","Libre",,3912316,0
"INGRESOS",5,10,2,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,10,2,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","GASTOS EN PERSONAL",,,960066,0
"GASTOS",5,10,2,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","BIENES Y SERVICIOS DE CONSUMO",,,2694212,0
"GASTOS",5,10,2,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,127377,0
"GASTOS",5,10,2,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,130651,0
"GASTOS",5,10,2,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,10,2,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","RED DE CONECTIVIDAD DEL ESTADO  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,10,3,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","FONDO SOCIAL  (01,03)","APORTE FISCAL","Libre",,4668943,0
"INGRESOS",5,10,3,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","FONDO SOCIAL  (01,03)","SALDO INICIAL DE CAJA",,,1010,0
"GASTOS",5,10,3,24,1,997,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","FONDO SOCIAL  (01,03)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Fondo Social",729939,0
"GASTOS",5,10,3,33,1,995,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","FONDO SOCIAL  (01,03)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Fondo Social",3939014,0
"GASTOS",5,10,3,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","FONDO SOCIAL  (01,03)","SALDO FINAL DE CAJA",,,1000,0
"INGRESOS",5,10,4,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","OTROS INGRESOS CORRIENTES","Otros",,10,0
"INGRESOS",5,10,4,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","APORTE FISCAL","Libre",,38235954,0
"INGRESOS",5,10,4,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,10,4,24,1,24,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Gastos de Operación de Cuerpo de Bomberos",11892490,0
"GASTOS",5,10,4,24,1,25,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Ayuda Extraordinaria, Reparaciones y Mantenciones de Cuerpos de Bomberos",1253189,0
"GASTOS",5,10,4,24,1,26,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Funcionamiento de la Junta Nacional y Organismos Dependientes",1956752,0
"GASTOS",5,10,4,33,1,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Inversiones de Cuerpos de Bomberos",14081368,0
"GASTOS",5,10,4,33,1,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Importaciones y Compromisos en Moneda Extranjera para Cuerpos de Bomberos",5568902,0
"GASTOS",5,10,4,33,1,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Adquisiciones y Compromisos en Moneda Nacional para Cuerpos de Bomberos",3483253,0
"GASTOS",5,10,4,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,10,4,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DEL INTERIOR","BOMBEROS DE CHILE  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,31,1,5,2,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Dirección General de Movilización Nacional",1965737,0
"INGRESOS",5,31,1,7,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","INGRESOS DE OPERACIÓN",,,1683222,0
"INGRESOS",5,31,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","APORTE FISCAL","Libre",,869222560,44149
"INGRESOS",5,31,1,12,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","RECUPERACIÓN DE PRESTAMOS","Por Anticipos por Cambio de Residencia",,1026795,120
"INGRESOS",5,31,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","SALDO INICIAL DE CAJA",,,50000,0
"GASTOS",5,31,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","GASTOS EN PERSONAL",,,684913057,6158
"GASTOS",5,31,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","BIENES Y SERVICIOS DE CONSUMO",,,135058889,37991
"GASTOS",5,31,1,23,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Previsionales",,829428,0
"GASTOS",5,31,1,24,1,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Becas",93118,0
"GASTOS",5,31,1,24,1,4,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Premios y Otros",147472,0
"GASTOS",5,31,1,24,3,29,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Museo Carabineros de Chile",408531,0
"GASTOS",5,31,1,24,3,30,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Dirección de Bienestar",1156140,0
"GASTOS",5,31,1,24,3,31,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Plan Modelo de Integración Carabineros-Comunidad MICC",1058576,0
"GASTOS",5,31,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,15481449,0
"GASTOS",5,31,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,213234,0
"GASTOS",5,31,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,1063476,0
"GASTOS",5,31,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,1164957,0
"GASTOS",5,31,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,261502,0
"GASTOS",5,31,1,29,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Otros Activos no Financieros",,238239,0
"GASTOS",5,31,1,31,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","INICIATIVAS DE INVERSIÓN","Proyectos",,29950406,0
"GASTOS",5,31,1,32,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","PRÉSTAMOS","Por Anticipos por Cambio de Residencia",,1859840,120
"GASTOS",5,31,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","CARABINEROS DE CHILE","CARABINEROS DE CHILE  (03,04,05,07,08,09)","SERVICIO DE LA DEUDA","Deuda Flotante",,50000,0
